21000043,X,X,X,X,X,X,X,X,U,X,X,X,X,X,X,U,X,X,100
21000044,U,U,U,U,U,X,U,U,U,X,U,U,U,U,U,X,U,U,15
21000045,X,X,U,X,U,U,U,U,X,U,U,X,X,U,U,U,U,U,30
21000046,X,U,X,X,X,X,X,X,X,U,X,U,X,X,U,X,X,X,72
21000047,U,X,X,U,U,X,X,X,X,X,X,X,U,X,X,X,X,X,75
21000048,U,U,U,U,U,X,X,U,U,U,X,X,U,U,U,X,X,X,51
21000049,X,X,X,X,X,U,X,X,X,X,X,X,U,X,U,X,X,X,77
21000050,U,U,U,U,X,U,U,U,U,X,U,U,X,U,U,U,U,U,30
21000051,U,U,U,U,U,X,U,U,U,U,X,X,U,U,U,U,U,X,27
21000052,X,X,X,X,X,X,U,U,X,U,X,U,X,U,X,U,U,X,69
21000053,X,U,X,X,U,X,X,X,U,X,X,X,X,U,X,X,X,X,62
21000054,X,U,X,U,X,U,U,X,U,U,X,U,U,X,U,U,X,U,37
21000055,X,X,X,X,X,U,X,X,X,U,X,X,X,X,X,X,X,X,98
21000056,U,X,U,U,X,X,X,X,X,X,X,X,X,U,U,X,X,X,57
21000057,U,U,U,X,X,U,U,U,U,X,U,U,X,U,X,X,X,X,48
21000058,X,X,X,X,X,U,X,X,X,X,X,X,X,X,X,X,X,X,94
21000059,X,X,U,X,U,X,X,X,U,X,X,U,X,X,X,X,X,X,77
21000060,U,X,U,X,U,U,U,U,U,U,U,U,U,X,U,X,U,X,23
21000061,U,U,U,U,U,U,U,U,X,U,U,U,X,U,U,U,X,U,23
21000062,U,U,X,U,U,X,U,U,U,U,X,U,X,U,U,U,X,U,14
21000063,X,U,U,U,U,U,U,U,U,U,U,U,U,X,U,X,U,U,26
21000064,X,X,X,X,U,X,X,X,U,X,U,X,X,X,X,X,U,X,89
21000065,X,X,X,X,X,X,X,X,U,X,X,U,X,X,U,U,X,X,82
21000066,X,U,X,X,U,U,U,X,X,U,U,U,U,U,U,U,U,U,35
21000067,U,U,U,U,U,X,X,X,U,X,X,U,U,U,U,U,X,U,34
21000068,U,U,X,U,U,U,X,U,X,X,U,U,U,U,U,U,U,U,15
21000069,X,U,X,X,U,U,X,U,X,U,X,X,X,U,U,X,X,X,48
21000070,U,X,X,X,X,U,X,X,X,X,U,X,U,U,U,X,U,X,76
21000071,X,U,X,X,X,X,U,X,X,X,X,U,X,U,X,X,X,X,83
21000072,X,U,U,X,U,X,U,X,X,X,X,U,X,U,X,U,U,U,63
21000073,X,X,U,X,X,X,X,X,X,U,U,X,X,X,X,X,X,X,79
21000074,X,X,X,X,U,X,X,X,X,X,X,U,X,X,U,X,U,X,81
21000075,U,X,U,U,U,X,X,U,U,U,X,X,X,U,U,U,U,U,40
21000076,X,X,U,U,U,U,X,U,U,X,U,X,U,X,X,U,U,X,58
21000077,U,U,X,U,X,X,U,U,U,X,X,X,U,U,U,U,X,U,39
21000078,U,U,U,U,U,U,X,U,U,X,U,U,U,U,U,U,U,U,2
21000079,U,X,X,U,X,X,X,U,U,X,U,X,U,U,U,X,U,U,43
21000080,X,X,X,X,X,U,X,X,X,X,X,U,X,X,U,X,X,U,71
21000081,U,X,X,X,U,X,X,X,U,X,X,U,U,X,U,U,U,X,46
21000082,U,X,X,X,U,X,U,X,X,X,U,U,X,U,X,X,X,X,81
21000083,X,U,X,U,U,U,U,U,X,X,U,U,X,U,X,X,X,U,57
21000084,X,X,X,X,X,X,X,U,X,X,X,U,U,U,X,X,X,U,57
21000085,X,X,X,X,X,X,U,X,X,X,X,X,X,U,X,X,X,X,76
21000086,X,X,X,X,X,X,X,X,X,X,U,X,U,X,X,X,X,X,97
21000087,U,U,X,U,X,X,U,U,U,X,U,X,X,U,X,U,U,U,42
21000088,U,U,U,U,U,X,X,X,U,U,U,U,X,X,U,U,X,X,33
21000089,X,U,X,X,X,X,X,U,X,U,X,X,X,X,X,X,X,X,73
21000090,U,X,U,U,U,U,X,U,U,U,U,U,U,X,X,X,X,X,26
21000091,U,U,U,U,U,U,U,U,U,X,X,X,X,X,U,U,X,U,42
21000092,X,X,X,X,X,X,X,X,X,U,U,U,X,X,X,X,X,U,80
21000093,U,X,U,U,X,U,U,X,X,X,X,U,X,X,U,U,X,U,61
21000094,U,U,U,U,X,X,U,U,U,X,X,X,X,U,X,U,U,U,23
21000095,X,X,U,X,X,U,U,U,U,U,X,U,X,U,U,U,U,X,35
21000096,X,U,U,U,X,U,U,X,U,U,X,X,X,X,X,X,U,U,44
21000097,U,X,X,X,U,U,X,U,U,U,X,X,X,U,X,X,X,X,56
21000098,X,X,U,X,U,X,U,U,U,X,X,X,X,U,X,X,X,U,49
21000099,U,X,U,U,U,X,U,U,U,U,X,X,U,X,X,U,U,U,31
21000100,U,U,X,U,U,U,X,X,X,X,U,X,X,X,X,U,X,X,61
21000101,X,X,X,U,U,X,X,X,U,X,X,U,X,X,X,X,U,U,59
21000102,X,U,U,X,U,U,U,X,X,X,X,X,U,U,U,U,U,X,56
21000103,U,X,U,U,U,U,U,U,U,U,X,U,U,X,U,U,U,U,21
21000104,U,X,U,X,X,U,X,X,X,X,X,U,U,X,X,X,X,X,63
21000105,U,U,U,U,U,U,U,U,U,X,U,X,U,U,X,U,X,X,32
21000106,U,U,U,X,U,U,U,X,U,U,X,U,U,U,U,X,X,U,38
21000107,X,X,X,X,X,X,X,X,X,X,X,X,X,U,X,U,X,X,78
21000108,X,X,X,X,X,X,U,X,X,X,U,X,X,X,X,X,X,X,100
21000109,U,U,U,X,X,U,U,U,X,U,U,U,X,U,X,U,U,X,43
21000110,X,U,U,U,U,U,U,U,U,X,U,U,U,X,U,U,U,X,19
21000111,X,U,X,X,X,U,X,U,X,X,X,U,X,X,X,X,X,X,62
21000112,U,X,U,U,X,X,X,U,U,X,X,X,X,X,U,U,U,X,48
21000113,X,X,X,U,U,X,U,U,X,X,U,X,U,X,U,X,X,X,64
21000114,U,U,X,X,X,U,X,U,U,U,U,U,U,X,U,U,X,X,44
21000115,X,U,X,U,X,X,X,U,U,X,U,U,X,X,X,U,X,U,45
21000116,X,X,X,X,X,X,X,X,X,U,X,X,X,X,X,X,X,X,96
21000117,U,X,U,X,X,U,U,U,U,U,U,X,U,U,X,U,U,U,28
21000118,X,X,X,X,U,X,X,U,X,U,U,U,X,X,X,X,U,U,71
21000119,X,X,U,X,U,U,X,X,U,U,U,U,X,X,X,U,X,X,64
21000120,X,X,X,X,U,X,U,X,X,U,X,X,X,X,X,U,X,X,72
21000121,U,X,U,X,U,U,U,X,U,X,X,U,X,X,X,X,X,X,73
21000122,X,X,X,U,X,X,U,X,X,X,X,X,X,X,X,X,X,X,84
21000123,X,X,X,X,X,X,U,U,X,X,U,X,X,X,X,X,U,U,74
21000124,U,X,U,X,U,X,X,X,X,X,U,X,U,U,U,X,X,X,47
21000125,X,X,X,X,X,X,X,U,U,X,X,X,X,X,X,X,X,X,93
21000126,X,X,U,X,X,U,X,X,U,X,X,U,X,U,X,U,U,X,53
21000127,X,X,U,X,U,U,U,X,X,X,U,X,X,X,U,X,U,X,72
21000128,X,X,X,X,X,X,U,X,X,X,X,X,X,X,X,U,X,U,87
21000129,X,X,X,X,X,X,X,X,U,X,X,X,X,X,X,X,X,X,100
21000130,U,X,U,X,X,U,U,U,X,U,U,U,U,U,U,X,U,U,27
21000131,U,U,U,X,U,X,X,X,U,U,U,U,U,U,X,X,X,U,48
21000132,U,U,U,U,X,U,U,X,U,U,U,U,U,X,X,U,U,X,33
21000133,X,U,U,X,U,X,U,U,X,U,X,U,X,X,X,X,U,U,54
21000134,X,X,U,X,X,X,U,X,U,X,U,X,X,U,U,U,U,X,40
21000135,U,X,U,U,U,X,U,X,X,X,U,X,X,X,X,X,X,X,64
21000136,X,X,X,X,X,X,X,X,X,X,X,X,X,X,U,X,X,X,90
21000137,U,U,U,X,U,X,X,U,U,U,U,U,U,X,U,U,U,U,25
21000138,X,X,U,U,X,X,U,X,X,X,U,X,X,U,X,X,X,X,66
21000139,U,U,U,U,U,X,U,U,U,U,U,U,X,U,X,U,U,U,28
21000140,X,X,X,X,X,U,X,X,U,U,X,X,X,U,X,X,X,X,86
21000141,U,U,U,U,U,U,U,U,X,U,X,U,U,X,X,X,X,U,34
21000142,U,U,X,U,X,X,X,X,X,U,X,U,U,X,U,X,X,U,50
21000143,X,U,X,X,X,X,X,X,U,X,X,X,X,U,U,X,X,X,72
21000144,X,X,U,X,X,U,U,X,X,X,X,U,U,X,X,X,X,X,67
21000145,X,X,U,X,X,X,U,X,X,U,X,X,X,X,X,X,X,X,74
21000146,U,U,X,X,X,X,X,X,X,X,X,X,X,X,U,U,X,X,80
21000147,X,U,U,U,X,U,X,X,X,X,U,U,X,X,X,X,X,U,76
21000148,X,X,U,X,X,X,X,X,X,X,X,X,X,X,U,X,U,U,63
21000149,X,X,U,U,U,U,X,U,U,U,X,X,X,X,U,X,U,X,37
21000150,U,U,U,U,X,X,U,X,X,U,X,X,U,U,U,X,U,X,49
21000151,U,U,U,U,U,U,X,X,U,U,U,X,U,X,U,U,U,U,30
21000152,U,U,X,U,X,U,X,X,U,U,X,X,U,X,U,X,X,U,58
21000153,U,X,U,X,X,U,X,U,U,X,U,U,U,U,U,U,U,U,33
21000154,U,U,X,X,U,U,U,X,U,U,U,U,U,U,U,X,U,U,16
21000155,X,U,X,X,X,X,X,X,U,X,U,X,X,X,X,X,X,X,74
21000156,X,X,U,X,X,X,X,X,X,X,X,U,U,X,U,X,U,X,77
21000157,U,U,X,X,X,X,X,X,U,X,U,X,U,U,U,U,U,U,57
21000158,X,U,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,85
21000159,U,X,X,X,X,X,X,U,X,X,U,U,U,X,X,X,X,X,79
21000160,U,X,U,X,U,X,X,U,X,X,U,X,U,U,X,X,U,U,40
21000161,X,X,X,X,U,X,U,X,U,X,X,X,X,X,X,X,U,X,90
21000162,U,X,X,U,X,X,U,X,X,U,X,U,U,U,X,U,U,U,37
21000163,X,U,X,U,X,X,U,X,X,X,X,X,X,U,X,X,X,X,67
21000164,U,X,X,X,X,X,X,U,X,X,U,U,X,U,X,X,X,X,73
21000165,X,X,X,X,X,X,X,X,X,X,X,X,X,X,U,U,U,U,86
21000166,X,X,X,U,U,X,X,U,X,U,X,U,U,U,X,X,X,U,67
21000167,X,U,X,X,X,X,X,X,U,U,U,U,U,U,X,U,X,X,53
21000168,U,X,U,U,U,X,U,U,U,U,X,U,U,U,U,U,X,U,8
21000169,U,X,U,U,U,U,U,U,U,U,U,U,X,U,U,X,U,X,8
21000170,X,X,X,U,X,X,X,U,X,X,X,U,U,X,X,X,X,X,71
21000171,U,X,X,X,X,U,X,U,U,X,X,U,X,X,X,U,U,X,55
21000172,U,X,U,X,X,X,X,U,X,X,X,X,X,X,X,X,X,U,81
21000173,X,X,U,X,X,U,U,X,U,X,X,X,X,U,X,U,U,U,47
21000174,U,U,U,U,X,U,U,U,U,U,U,X,U,U,U,X,U,U,22
21000175,X,U,X,U,U,U,U,U,U,U,U,U,U,U,U,X,U,U,21
21000176,X,X,X,X,X,X,U,X,X,X,X,X,X,X,X,U,X,U,72
21000177,X,X,U,U,X,X,X,U,X,X,X,X,X,X,X,U,U,X,69
21000178,U,U,U,X,U,U,X,U,U,U,U,X,X,U,U,U,X,X,28
21000179,X,U,U,U,U,U,U,U,X,U,U,U,U,X,U,U,U,U,10
21000180,X,X,X,X,U,X,U,U,U,X,X,U,X,X,X,U,U,U,57
21000181,X,X,X,X,X,X,X,X,X,U,X,X,U,X,X,X,X,X,83
21000182,X,U,X,U,X,X,U,X,X,X,X,X,X,X,X,X,X,X,87
21000183,U,X,U,U,U,U,U,U,U,U,U,U,X,U,U,U,U,U,18
21000184,U,X,X,X,X,X,X,U,U,U,U,X,X,X,X,U,X,X,63
21000185,X,X,X,X,X,X,U,U,X,X,X,X,X,U,X,X,X,X,69
21000186,U,X,U,X,X,X,X,U,X,U,X,X,U,X,U,X,U,X,48
21000187,U,X,U,U,U,X,X,X,U,X,U,X,X,U,X,U,X,U,44
21000188,U,X,X,U,X,X,X,U,U,U,X,X,U,U,U,U,U,X,36
21000189,U,X,U,U,X,U,U,U,U,X,U,X,U,U,X,U,U,U,39
21000190,X,X,U,X,X,U,X,X,X,X,X,U,X,U,X,U,U,X,68
21000191,X,X,X,U,U,X,X,X,U,U,U,X,U,X,X,X,U,X,48
21000192,U,X,U,U,U,U,U,X,U,X,U,X,X,U,X,X,X,U,31
21000193,U,X,U,X,X,X,U,X,X,X,X,X,X,U,X,X,X,X,80
21000194,X,U,U,X,U,U,X,U,U,U,U,U,X,U,X,U,U,U,17
21000195,X,U,U,U,U,U,X,X,U,U,X,U,U,U,U,U,X,U,26
21000196,U,U,U,X,U,U,U,U,U,U,U,X,U,U,U,U,U,U,22
21000197,X,U,X,X,U,X,U,X,U,X,X,X,X,U,U,X,X,U,71
21000198,X,X,X,X,X,X,X,U,X,X,X,X,X,X,X,U,U,X,75
21000199,X,X,X,X,U,X,X,U,X,U,X,X,X,X,X,U,U,U,65
21000200,X,U,U,U,U,U,U,U,X,X,U,U,U,X,U,U,U,X,22
21000201,X,U,X,X,X,X,X,X,X,X,X,U,X,X,U,X,U,X,82
21000202,U,X,U,U,U,U,U,U,U,X,X,U,X,U,X,U,U,X,19
21000203,U,X,X,X,X,X,X,X,X,U,X,X,X,U,X,X,X,X,82
21000204,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,99
21000205,X,X,X,U,X,X,X,X,X,X,X,X,X,X,X,X,X,U,73
21000206,U,U,U,U,U,U,U,U,X,U,X,U,X,X,U,X,U,X,18
21000207,U,U,U,X,U,U,U,U,X,U,X,U,U,U,X,U,U,X,23
21000208,X,X,X,X,U,X,X,X,X,X,X,X,X,X,X,U,X,U,89
21000209,X,U,U,X,X,X,U,U,U,X,U,U,X,X,X,X,U,U,43
21000210,U,U,X,U,X,U,X,X,X,X,X,U,X,X,X,X,X,U,69
21000211,U,X,U,U,X,X,X,X,U,U,U,X,U,U,X,X,U,X,60
21000212,U,U,X,X,X,X,X,X,U,X,U,X,X,X,X,X,U,X,59
21000213,U,U,U,U,U,U,U,X,U,X,U,U,U,U,U,U,X,U,23
21000214,X,X,X,X,X,U,U,X,X,X,X,X,X,U,X,X,X,X,91
21000215,U,U,U,X,X,U,X,X,U,U,X,U,U,U,X,U,X,X,43
21000216,U,X,X,U,U,U,X,U,U,U,X,U,U,X,U,U,X,U,18
21000217,U,X,U,U,U,U,X,X,X,X,U,X,X,X,X,U,X,U,47
21000218,U,U,U,U,X,X,U,U,X,X,U,X,U,X,U,X,X,X,59
21000219,X,X,U,X,X,U,U,U,X,U,X,X,X,U,X,X,U,X,57
21000220,U,X,U,X,X,X,X,X,X,X,X,X,U,X,X,X,X,U,87
21000221,U,U,U,X,X,U,X,U,X,U,X,X,X,X,U,X,U,X,69
21000222,U,X,X,U,U,X,U,U,X,X,X,U,U,X,X,X,U,X,49
21000223,U,X,X,X,X,X,X,U,X,X,X,X,U,U,X,U,X,U,71
21000224,X,X,X,X,X,X,U,U,X,X,X,X,X,X,X,X,X,X,74
21000225,U,X,X,U,X,X,X,U,U,X,X,U,X,X,X,X,X,X,82
21000226,X,X,U,X,U,X,X,U,X,X,X,X,X,X,U,X,X,X,69
21000227,U,X,X,X,X,X,U,U,U,X,X,X,U,U,X,U,U,X,41
21000228,U,U,U,X,U,U,X,U,X,U,U,U,U,U,X,U,X,U,20
21000229,X,X,X,X,U,X,X,X,X,U,X,X,X,X,X,X,X,X,84
21000230,U,X,X,X,X,U,X,X,X,U,U,U,U,U,X,X,U,U,48
21000231,U,U,U,U,U,U,U,U,U,X,X,U,U,X,U,U,X,X,36
21000232,U,U,X,U,X,U,U,U,X,U,U,U,U,X,U,X,U,U,15
21000233,U,U,X,X,U,X,X,X,X,X,X,X,X,X,U,U,X,X,60
21000234,X,X,X,U,X,X,X,X,X,X,X,X,X,X,X,X,X,U,97
21000235,U,U,U,U,U,U,X,U,U,U,U,U,U,U,U,X,X,U,31
21000236,U,U,U,U,U,U,X,X,U,U,X,U,U,U,U,U,U,U,13
21000237,X,U,X,X,X,X,U,X,X,U,X,X,X,X,X,X,X,X,80
21000238,X,X,U,U,U,U,U,U,U,U,X,U,U,X,X,U,X,U,43
21000239,U,X,U,X,U,X,U,X,U,X,U,U,X,U,U,X,U,X,46
21000240,U,U,U,X,X,U,U,U,X,U,U,U,U,U,U,U,U,X,34
21000241,X,U,X,X,U,X,X,X,U,X,U,X,X,X,U,U,U,X,54
21000242,X,X,X,U,U,U,U,U,X,U,U,U,X,X,U,U,U,U,40
21000243,U,U,U,U,X,X,U,X,U,X,U,X,X,U,X,U,U,U,52
21000244,X,U,X,X,U,U,X,X,U,X,X,U,U,U,U,U,X,U,55
21000245,X,U,X,X,U,U,X,X,X,U,X,X,U,X,X,X,X,X,82
21000246,U,U,U,U,U,U,U,U,U,U,U,X,U,U,U,U,U,U,1
21000247,U,X,U,X,U,X,X,X,U,X,U,X,U,U,X,U,X,U,42
21000248,U,U,U,U,U,X,X,U,X,U,U,U,U,U,X,U,U,X,33
21000249,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,100
21000250,U,X,U,X,U,U,U,U,U,U,U,U,U,U,U,U,X,U,2
21000251,X,U,U,U,X,X,X,U,U,U,U,X,U,U,X,U,U,X,53
21000252,U,X,X,U,X,U,U,U,U,U,U,U,U,U,U,X,X,X,36
21000253,U,X,U,X,X,X,U,U,X,U,U,X,X,X,X,X,X,X,66
21000254,X,X,X,U,X,X,X,X,X,X,X,X,U,U,U,X,X,X,67
21000255,X,X,X,U,X,X,U,X,X,X,X,X,X,U,U,X,U,X,78
21000256,X,X,X,X,X,X,X,X,X,X,X,X,X,X,U,X,X,X,81
21000257,U,X,X,X,X,X,X,X,X,X,X,X,X,U,U,X,X,X,78
21000258,X,U,X,X,X,U,X,X,X,X,U,X,X,X,X,X,X,X,96
21000259,X,X,X,X,U,U,X,X,X,X,X,X,X,X,U,U,U,X,84
21000260,U,X,X,U,X,X,U,U,U,U,X,X,U,U,X,U,U,U,25
21000261,U,U,X,U,U,X,U,U,X,U,U,U,U,U,U,U,U,U,29
21000262,U,X,U,U,U,U,U,U,X,X,U,U,U,X,X,U,U,U,24
21000263,U,U,U,U,X,U,X,U,U,U,U,U,U,U,U,U,U,U,5
21000264,X,X,U,X,X,X,U,X,X,U,X,X,X,X,X,X,U,X,91
21000265,U,X,U,U,U,X,U,U,X,X,X,U,U,U,U,X,U,U,25
21000266,X,X,U,X,U,U,X,U,X,X,U,U,U,U,U,U,X,X,34
21000267,X,U,X,X,U,X,X,U,X,X,X,X,X,X,U,X,X,X,68
21000268,U,U,X,X,U,X,U,U,X,U,X,U,U,U,X,U,U,U,45
21000269,X,U,X,X,U,X,X,U,U,X,X,X,X,U,U,U,X,U,48
21000270,U,U,X,U,X,U,X,U,X,U,X,X,X,U,X,U,U,X,37
21000271,X,U,U,X,X,X,X,U,X,U,X,X,X,U,X,X,X,X,85
21000272,U,U,U,U,X,X,U,U,X,X,X,X,X,U,X,X,X,U,69
21000273,X,X,U,X,U,U,X,X,U,X,U,U,X,X,X,X,U,U,53
21000274,U,X,X,X,U,X,X,X,U,U,U,U,U,U,U,U,U,X,28
21000275,U,U,U,X,U,U,U,X,U,X,X,X,X,X,X,U,U,X,42
21000276,U,X,U,U,U,U,U,U,X,U,X,U,U,U,X,X,X,X,45
21000277,U,X,U,U,X,X,U,X,U,U,U,U,X,X,U,X,U,X,44
21000278,U,X,U,X,X,X,X,U,X,U,U,X,X,X,X,X,U,X,54
21000279,X,U,U,U,X,X,U,U,U,X,X,U,U,X,X,U,U,U,39
21000280,U,X,U,X,U,U,U,U,U,U,X,X,X,X,X,U,X,X,58
21000281,X,X,U,X,U,X,X,X,X,X,U,X,X,U,U,X,U,X,72
21000282,X,U,X,X,U,X,X,X,X,X,X,X,X,X,X,X,X,U,79
21000283,X,X,X,X,X,X,U,X,X,X,X,X,X,X,X,X,X,X,100
21000284,X,U,U,U,U,U,U,U,X,U,U,U,U,U,U,U,U,U,14
21000285,X,U,X,X,U,X,X,U,X,U,X,U,X,U,U,U,U,U,47
21000286,U,X,U,U,X,X,U,X,X,X,X,X,X,X,X,X,U,U,59
21000287,X,U,X,U,U,U,X,U,X,U,U,U,X,X,U,X,U,X,32
21000288,X,U,X,U,U,U,U,X,U,U,U,U,X,X,X,U,X,X,53
21000289,U,X,X,X,X,X,X,X,X,U,X,U,X,X,U,X,U,X,60
21000290,X,U,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,U,95
21000291,X,X,X,X,X,X,U,X,X,X,X,X,X,X,X,X,X,U,100
21000292,X,X,U,X,U,U,U,X,X,U,U,U,U,U,U,U,X,X,45
21000293,X,U,X,U,U,U,U,U,U,U,U,U,U,X,U,U,U,U,7
21000294,X,X,U,U,X,X,X,X,X,X,X,X,X,X,X,X,X,U,92
21000295,U,X,U,U,X,U,U,X,X,X,U,X,X,U,X,U,U,X,49
21000296,U,X,X,U,X,U,U,U,X,X,U,X,X,X,X,U,U,X,51
21000297,U,U,X,U,X,U,U,X,U,X,X,U,U,U,U,X,X,X,37
21000298,X,U,U,X,X,X,X,X,X,U,X,X,X,X,X,X,X,X,93
21000299,X,X,X,X,X,X,X,U,U,X,X,X,U,U,X,U,X,X,80
21000300,U,U,X,U,U,U,U,X,X,U,U,U,U,X,U,U,U,U,28
21000301,X,U,X,U,X,X,X,U,X,X,X,X,U,X,X,X,X,X,87
21000302,X,X,X,X,X,X,U,X,X,U,X,X,X,X,X,X,X,X,76
21000303,X,U,X,X,U,X,X,X,X,X,X,X,X,X,U,U,X,U,57
21000304,X,U,U,X,X,X,X,U,X,X,X,X,U,X,X,X,X,U,76
21000305,U,X,X,U,U,U,U,X,U,U,U,U,X,X,X,U,X,U,34
21000306,U,U,X,U,U,X,U,X,X,U,X,U,U,U,X,X,U,X,41
21000307,U,X,U,U,X,U,X,U,U,X,U,U,U,U,U,X,U,U,21
21000308,X,U,X,U,U,X,U,U,U,X,U,X,U,U,U,U,U,U,26
21000309,X,U,X,U,X,U,U,X,U,U,X,U,X,U,U,U,X,U,27
21000310,U,U,U,U,X,U,U,X,X,U,U,X,U,U,X,U,U,U,26
21000311,U,U,U,X,U,U,U,U,X,X,U,X,U,X,U,U,U,U,40
21000312,U,X,U,U,X,X,U,U,X,U,U,X,U,U,U,X,U,U,36
21000313,U,X,X,U,X,X,X,U,X,X,X,X,U,X,X,X,U,X,78
21000314,X,X,X,U,X,X,X,X,X,X,X,X,X,X,X,X,X,X,90
21000315,U,X,U,X,X,X,U,X,X,U,X,X,U,X,X,X,U,X,51
21000316,X,X,X,X,X,X,U,X,X,X,X,X,X,X,U,X,X,X,96
21000317,U,U,U,X,U,U,U,U,X,U,X,X,U,U,U,U,U,U,10
21000318,U,X,U,X,U,U,X,U,U,U,X,X,X,U,X,X,U,U,29
21000319,U,X,X,X,X,U,X,X,U,U,U,U,X,U,X,U,U,X,44
21000320,U,U,X,X,X,X,U,U,U,U,X,U,U,U,X,U,U,X,31
21000321,X,X,X,X,X,X,X,X,X,U,X,U,X,X,U,U,X,X,65
21000322,U,U,U,U,U,U,X,U,X,U,X,X,U,X,U,U,U,U,20
21000323,U,X,X,X,X,U,X,U,X,U,X,U,X,X,U,U,X,X,50
21000324,U,U,X,U,U,U,U,X,U,X,U,U,X,U,X,U,U,U,31
21000325,X,U,X,X,X,X,U,X,U,X,U,U,U,U,X,U,U,X,46
21000326,X,X,X,X,X,X,X,X,X,X,X,U,X,X,X,X,X,X,100
21000327,X,U,U,X,U,U,U,X,X,U,X,U,U,U,X,X,U,U,48
21000328,X,X,U,X,U,X,U,X,X,X,X,X,U,X,X,X,X,X,74
21000329,U,X,U,X,U,X,X,U,U,X,X,U,U,X,U,U,U,U,31
21000330,U,U,X,U,X,U,X,X,X,U,X,X,X,X,X,X,U,U,54
21000331,U,U,X,U,X,U,U,X,U,U,X,U,X,X,U,X,U,U,42
21000332,X,U,U,X,X,X,X,X,X,U,X,U,X,U,X,X,X,X,58
